4d953ac3430c428bf89f43c8a8439871,chinaamway,2012-12-25 11:23:17,0,0
5fm8ngmmhdastctnqcdm1dj986,kpmg-sh,2012-12-25 11:01:04,1,0
56l6ubcam9406pk13a0fo81c45,kpmg-sh,2012-12-25 11:00:38,0,0
4v435vccnk3tk2d9irm3iqrao4,dtt_ip,2012-12-25 11:01:27,1,0
42c97f62fbd1e3ee08e4cd80fa3cf8d1,dtt_ip,2012-12-25 11:02:20,1,0
j9054jeab02tr0fm2sia8r3814,moseschan,2012-12-25 11:11:40,1,0
e63c06a79046ad901f048100b70ec419,eldoradogold,2012-12-25 11:29:01,1,0
9vgm2f81hbec0vcb1fuia6fjl2,kpmg-sh,2012-12-25 11:25:33,1,0
ipdfvi7s794pbha6396bdhkke6,faegresh,2012-12-25 11:04:51,5,0
1b4002d0020da0aec948f251cc3dbbb5,kpmg-sh,2012-12-25 11:29:32,0,0
a5lhg8s19qk7amhinvkrane371,moseschan,2012-12-25 11:06:39,1,0
2cv3pvbddj7grjlu54mlh85u43,bandqchina,2012-12-25 11:32:59,0,0
51dc6e613cc9e5d038ed6e015668886e,kpmg-sh,2012-12-25 11:32:57,1,0
fcjrb6p231g2ajtbsqaiq5o801,eye,2012-12-25 11:09:57,1,0
jjd9qtk5a8tpk7jd0g9o84r1d4,worldtax,2012-12-25 11:26:43,1,0
ot0s3e1fu3hc6avjuv5g3gon00,dtt_ip,2012-12-25 11:14:34,0,0
jh4mt2454cepsjfc72pv4hbno1,bjrta3,2012-12-25 11:18:01,1,0
i790rs6f7mit6rhjvr6pon0g67,eye,2012-12-25 11:09:44,1,0
nqaafsv786n4lqolmclnfmimr5,dtt_ip,2012-12-25 11:06:38,0,0
qv8ee02rlq64lau5c16a8mbgi6,ntucol,2012-12-25 11:07:03,0,0
sfnrgb0cdnig5ulkpch4eap497,dtt_ip,2012-12-25 11:13:05,0,0
4fsc686tjnv7gb6sc9fa2cpl36,dtt_ip,2012-12-25 11:25:08,1,0
r6l4p9i0ikuofhsllcegepuko6,kpmg-sh,2012-12-25 11:07:00,1,0
b10ao1aonfnmjbt2niqntlta04,kejie01,2012-12-25 11:19:56,1,0
mca8mbbfagqmltj2tlsbi8d1e2,dtt_ip,2012-12-25 11:28:13,0,0
3tabccdbmlcrbl07hgfg9bo6p5,protek,2012-12-25 11:07:59,0,0
80clm95dphim84juq7nukq29k5,dtt_ip,2012-12-25 11:13:36,1,0
l74lnc0roc80ei9ndsngunt670,kpmg-sh,2012-12-25 11:09:56,1,0
166b08aaa66fcec1a9390c5b2940368f,kpmg-sh,2012-12-25 11:07:34,1,0
qdc710vvoroh0cov1h81gblf85,hangseng,2012-12-25 11:07:49,0,0
ng2q9ctmenb2h9a2ap4b891jk6,ntucol,2012-12-25 11:08:50,0,0
cr5oldpdnvcqcukma324jebka7,hebeijingmao,2012-12-25 11:09:04,0,0
db7a76212290a99d4f98ea4388527ed7,worldtax,2012-12-25 11:13:52,0,0
votvqm7r18uaashqef7per0tv6,ntucol,2012-12-25 11:10:19,0,0
ocq77a1t6dvrlsbqrtkoacqpu4,dtt_ip,2012-12-25 11:34:04,0,0
hoj1d12qpijb980bu4cvjuukn3,moseschan,2012-12-25 11:11:23,1,0
mjhubll8t2fe29570cti3kbtc5,ntucol,2012-12-25 11:12:36,0,0
etpcnls1vbcnnt7jmoiln7da32,cnooctax,2012-12-25 11:12:29,1,0
soi1f2v152tesn2erhaj1t1bo2,eye,2012-12-25 11:12:54,1,0
9be31656a436515c257d24ff747b5f9d,Heraeus1,2012-12-25 11:15:30,0,0
l2bh2icv2cjs3sa1192pm27sg0,dongjin01,2012-12-25 11:26:07,0,0
tb1fibp9hc38jiq8i4ru12r4u7,dtt_ip,2012-12-25 11:30:53,0,0
80g4ao38kvehjko99rno1d0tk2,kpmg-sh,2012-12-25 11:13:35,0,0
1m176qhh2dgorb733ub8n2c6e5,rgeinj,2012-12-25 11:34:05,0,0
nn1a8sg9e8ehk26dr6cd29fa77,kpmg-sh,2012-12-25 11:19:09,0,0
69rooptjboi1ckapee1fplmrs2,eye,2012-12-25 11:14:00,0,0
tnedmj14msbmkm1rb51dsrlp32,kpmg-sh,2012-12-25 11:14:06,0,0
roolktinl36gr7lh6hlko7ggf0,kpmg-sh,2012-12-25 11:14:58,1,0
5ustakruo09nr3o59i7vp8ard1,dtt_ip,2012-12-25 11:14:36,1,0
b4j5boffqrtidga3e67gedgae1,junhe,2012-12-25 11:15:03,0,0
4h7gijv5g6kp28nbmvmkthfae7,dtt_ip,2012-12-25 11:15:31,0,0
406c12c3e6485b14b86986c3dbc7dd6a,worldtax,2012-12-25 11:19:47,1,0
m7us2j651q8njjaec360sf5lb1,globj01,2012-12-25 11:15:34,0,0
m3chvigc3ved290lc6o3dl9292,jinmaolaw,2012-12-25 11:32:15,1,0
cnkj5fjnjl9g9p0vmq4rhjmdk4,dtt_ip,2012-12-25 11:24:56,1,0
bqhujvbutdu8rjrfuokjg357f6,eye,2012-12-25 11:33:19,1,0
hfjhp4omv6i2lubgmh7rt345n1,dtt_ip,2012-12-25 11:19:08,1,0
v0qvrqmrec2mtv0g492c1i2sf6,dtt_ip,2012-12-25 11:18:51,1,0
65114ddec40c666da2c5b4cc678f484a,kpmg-sh,2012-12-25 11:19:41,1,0
clfsit22oao88d3i5ad4dq5b07,azlf2012,2012-12-25 11:34:05,2,0
2i38o90pf6ucm389rn0giqd547,eye,2012-12-25 11:30:10,1,0
h3rhsqpdmdpbthbutu1alollg1,kpmg-sh,2012-12-25 11:26:55,1,0
5fk8bu3km659bdu5u2d3fsmv84,dtt_ip,2012-12-25 11:25:33,0,0
sq5ooeja43pgvfjt6ueoo5dk00,bakertilly07,2012-12-25 11:25:23,0,0
pjh528qajgoctrk64sec4ibp81,moseschan,2012-12-25 11:32:00,1,0
ttarudhrskqoupp5m1bffej521,dtt_ip,2012-12-25 11:23:53,0,0
4qj6r64lm1s8pgpq51115r1534,dtt_ip,2012-12-25 11:32:51,1,0
1bphadjpv47pl4im476qkl0035,hebeijingmao,2012-12-25 11:23:38,0,0
4rl9ohsknm7r1tier0lbj1ejl7,dtt_ip,2012-12-25 11:32:14,0,0
bdq5rgk64gsgda53637uabsgn6,dtt_ip,2012-12-25 11:31:01,1,0
73k03ucursqi0vt69c00suubt6,moseschan,2012-12-25 11:28:03,0,0
cah598b0a6re6bom4l96bfptb4,dtt_ip,2012-12-25 11:33:59,0,0
lpqmiegj32vhllln1qghi4ubu4,eye,2012-12-25 11:25:37,1,0
t4l6q7ihc6uvebq9837k40mue1,moseschan,2012-12-25 11:25:12,1,0
glkl9urv9i9g652a5re5d9o731,tesco2010,2012-12-25 11:24:53,0,0
hbrbo2ecrfef83rcq2beilhvg1,tangjie,2012-12-25 11:29:26,0,0
cpiepgqp35q5l8309j680u7rf6,eye,2012-12-25 11:27:24,1,0
h28p0s1m1pfd5s1arpqqfkrh01,dongjin01,2012-12-25 11:26:53,0,0
mf56l35da55bo3api2ukm7riv0,dtt_ip,2012-12-25 11:29:13,0,0
2h8jof7ve7lf7641t97jd00h76,kpmg-sh,2012-12-25 11:26:49,0,0
mmd5fa48ionihk4qlfloeifks1,kpmg-sh,2012-12-25 11:28:35,1,0
l6t7rej9d010qa5k05jr74oc96,eye,2012-12-25 11:27:43,1,0
k85pcs1360s7o5uqgks9rkbfp1,jingtianlaw,2012-12-25 11:33:37,1,0
cjd889a3b6jge1najipr4f9qn4,dtt_ip,2012-12-25 11:28:21,0,0
t5haqlg6ptc1rd74ge11f1aek5,ntucol,2012-12-25 11:28:08,0,0
b1t6ffo22sjvb1an2cq1dp7535,ntucol,2012-12-25 11:28:15,0,0
l6sk4j136tmmeucebtqal2mv63,jingtianlaw,2012-12-25 11:28:40,0,0
00621aa6901a1e79e3a6b44d07ce6674,moseschan,2012-12-25 11:30:54,0,0
dpja1b56t0o6muluccegv9up95,eye,2012-12-25 11:33:17,1,0
ag2fvdl5iek60sk2t47s4kj8i2,zhonglunwende01,2012-12-25 11:29:40,0,0
8ak58fp73krpgbdtkddnc1pom3,kpmg-sh,2012-12-25 11:29:56,0,0
epinu8vvbnedn58s2olnpec0t0,jingtianlaw,2012-12-25 11:33:22,1,0
4fkqph5g6j607sjf0ce8njldv1,tracysu,2012-12-25 11:31:10,0,0
149v50kot6t9a8vpoi8jvqlpb0,dtt_ip,2012-12-25 11:31:24,1,0
lusr77g0oureu5gprnqpcpolf2,jinmaolaw,2012-12-25 11:31:08,1,0
tnkpn6cjamq3r4jof7dradiqe6,dowchina,2012-12-25 11:32:09,0,0
9bi34juc5im7dgcae4sblqr2d7,jingtianlaw,2012-12-25 11:32:08,1,0
1v0mjara2ol2net2k98dbopr27,jtnfaip,2012-12-25 11:33:34,1,0
tcvkl5rl53c2baepj2ej2us9u2,chinaamway,2012-12-25 11:33:19,0,0
f6742mepjl3986163467phnk63,volvochina,2012-12-25 11:34:05,0,0
46jd0ttu7hj20u6hnfvspg7d10,dtt_ip,2012-12-25 11:33:49,0,0
l6ef7736mhmss5reog27klq601,eye,2012-12-25 11:34:00,1,0
sbr6l2vnnccf3mckrobkfb6dv0,dtt_ip,2012-12-25 11:34:21,0,0
